ID	GSM53276	GSM53277	GSM53278	GSM53279	GSM53280	GSM53281	GSM53282	GSM53283	GSM53274	GSM53268	GSM53269	GSM53270	GSM53271	GSM53272	GSM53273	GSM53275
Hsp90ab1	15.9188820399109	15.8347612434479	16.0396324039803	15.9188820399109	15.8711105014589	15.8711105014589	16.0396324039803	15.9188820399109	15.9188820399109	15.9540105768402	15.7466781571048	15.7738927369567	15.7738927369567	15.7941429164097	15.5576046961526	15.8994537835615
Thy1	15.5986861078674	15.5986861078674	15.7941429164097	15.7123084201451	15.4259815795574	15.7123084201451	15.6620845223392	15.8711105014589	15.7466781571048	15.6795507852469	15.8994537835615	15.7941429164097	15.7466781571048	15.7738927369567	15.8711105014589	15.9835085760208
Cox6a1	15.6449658400019	15.6147835991175	15.7738927369567	15.6967039880746	15.7466781571048	15.4601019958575	15.6314421594716	15.6967039880746	15.6620845223392	15.6147835991175	15.6620845223392	15.6449658400019	15.7123084201451	15.6620845223392	15.5694535721686	15.4443761819718
Sparcl1	15.7123084201451	15.7738927369567	15.8711105014589	15.7466781571048	15.7738927369567	15.9835085760208	15.9188820399109	15.6795507852469	15.8347612434479	15.6967039880746	15.9188820399109	15.8711105014589	15.8711105014589	15.7466781571048	15.8347612434479	15.7941429164097
ND1	15.5576046961526	15.4259815795574	15.5466534942325	15.5192906255601	15.3514087963521	15.4955745018613	15.8347612434479	15.6314421594716	15.5466534942325	15.7941429164097	15.9540105768402	16.0396324039803	15.9540105768402	15.8994537835615	15.4601019958575	15.8711105014589
Snca	15.6967039880746	15.6967039880746	15.6314421594716	15.7941429164097	15.5074257242041	15.8994537835615	15.5986861078674	15.6620845223392	15.8994537835615	15.7295058421064	15.7123084201451	15.6967039880746	15.6795507852469	15.7123084201451	16.0396324039803	15.6147835991175
Tubb5	15.7941429164097	15.6795507852469	15.6620845223392	15.5986861078674	15.5466534942325	15.6449658400019	15.5822256939886	15.8994537835615	15.7738927369567	15.5986861078674	15.6449658400019	15.5317953950638	15.4833951257707	15.5986861078674	15.6620845223392	15.5694535721686
Uqcr11	15.6147835991175	15.5317953950638	15.6449658400019	15.5576046961526	15.2926295525934	15.5074257242041	15.3175646467888	15.6147835991175	15.5694535721686	15.5317953950638	15.5694535721686	15.5192906255601	15.5822256939886	15.3757929755725	15.6795507852469	15.3421705748441
Stxbp1	15.4746006391956	15.5576046961526	15.4443761819718	15.4955745018613	15.5317953950638	15.5317953950638	15.4601019958575	15.5192906255601	15.4746006391956	15.5694535721686	15.4443761819718	15.5694535721686	15.5466534942325	15.4601019958575	15.4443761819718	15.3941794581646
Dnm1	15.5074257242041	15.6314421594716	15.4746006391956	15.5466534942325	15.5822256939886	15.7466781571048	15.6795507852469	15.5986861078674	15.5317953950638	15.6449658400019	15.5822256939886	15.5986861078674	15.5576046961526	15.4955745018613	15.7123084201451	15.6449658400019
Clu	15.7295058421064	15.7941429164097	15.7123084201451	15.5822256939886	15.7941429164097	15.5986861078674	15.7295058421064	15.4833951257707	15.7123084201451	15.7466781571048	15.6967039880746	15.6314421594716	15.7295058421064	15.6314421594716	15.4259815795574	15.5822256939886
Prkar1b	15.7738927369567	15.6620845223392	15.8347612434479	15.8711105014589	15.5986861078674	15.6620845223392	15.5317953950638	15.8347612434479	15.7941429164097	15.4746006391956	15.2225676305809	15.4746006391956	15.4443761819718	15.332108733734	15.7941429164097	15.4955745018613
Aldoc	15.5466534942325	15.6449658400019	15.6967039880746	15.7738927369567	15.6314421594716	15.6967039880746	15.5576046961526	15.7295058421064	15.5986861078674	15.2926295525934	15.5317953950638	15.6620845223392	15.6314421594716	15.4443761819718	15.5986861078674	15.4833951257707
Mdh1	15.4123609882711	15.4955745018613	15.3514087963521	15.3514087963521	15.3941794581646	15.3941794581646	15.4746006391956	15.4259815795574	15.2449424567841	15.4123609882711	15.5192906255601	15.4955745018613	15.4746006391956	15.4746006391956	15.2722899119795	15.4123609882711
Slc25a4	15.6620845223392	15.5822256939886	15.4833951257707	15.5074257242041	15.7295058421064	15.4833951257707	15.4443761819718	15.5466534942325	15.5576046961526	15.6314421594716	15.6147835991175	15.5822256939886	15.4955745018613	15.5074257242041	15.5192906255601	15.4259815795574
Rtn1	15.6314421594716	15.4833951257707	15.5317953950638	15.4443761819718	15.6449658400019	15.5822256939886	15.7123084201451	15.4746006391956	15.3421705748441	15.5822256939886	15.5986861078674	15.5576046961526	15.4259815795574	15.5466534942325	15.332108733734	15.5317953950638
Glul	15.5192906255601	15.4443761819718	15.5576046961526	15.7295058421064	15.6967039880746	15.6147835991175	15.5466534942325	15.7466781571048	15.6795507852469	15.4259815795574	15.2926295525934	15.4259815795574	15.332108733734	15.5822256939886	15.7295058421064	15.6795507852469
Pgam1	15.4601019958575	15.4123609882711	15.4601019958575	15.4833951257707	15.4746006391956	15.3757929755725	15.4259815795574	15.5694535721686	15.3941794581646	15.4955745018613	15.5074257242041	15.7123084201451	15.5074257242041	15.4833951257707	15.4955745018613	15.5074257242041
Cpe	15.5694535721686	15.7123084201451	15.5694535721686	15.6314421594716	15.4443761819718	15.8347612434479	15.7738927369567	15.4443761819718	15.5074257242041	15.4443761819718	15.7295058421064	15.6795507852469	15.6449658400019	15.6967039880746	15.5466534942325	15.8347612434479
Vamp2	15.6795507852469	15.7295058421064	15.5986861078674	15.6449658400019	15.6795507852469	15.7738927369567	15.7466781571048	15.7123084201451	15.4833951257707	15.6620845223392	15.5576046961526	15.5466534942325	15.6620845223392	15.5192906255601	15.6314421594716	15.4746006391956
Atp2a2	15.3609109287134	15.5694535721686	15.2926295525934	15.4259815795574	15.4955745018613	15.5466534942325	15.332108733734	15.332108733734	15.0384552547548	15.3757929755725	15.3941794581646	15.4833951257707	15.6147835991175	15.3941794581646	15.3757929755725	15.1217429095689
Hbb	14.7820876035756	15.1129675672126	15.1719297911658	15.1719297911658	15.3609109287134	15.075315669784	15.4955745018613	15.4955745018613	15.4123609882711	15.1062728243974	15.0661252346018	15.2575470053617	15.3175646467888	15.6795507852469	15.0870418623168	15.9540105768402
Grina	15.4259815795574	15.5074257242041	15.5192906255601	15.5694535721686	15.5192906255601	15.2926295525934	15.6449658400019	15.5822256939886	15.6449658400019	15.4833951257707	15.4746006391956	15.4601019958575	15.3609109287134	15.6147835991175	15.5317953950638	15.6314421594716
Calm1	15.1914381600314	15.3175646467888	15.2225676305809	15.152442413368	15.1217429095689	15.2114117608913	15.3609109287134	15.2449424567841	15.1802135040828	15.3175646467888	15.4123609882711	15.332108733734	15.2341609898549	15.3609109287134	15.1426332444044	15.3514087963521
Tpt1	15.4443761819718	15.5192906255601	15.7466781571048	15.4601019958575	15.6147835991175	15.5694535721686	15.5192906255601	15.5074257242041	15.6147835991175	15.5074257242041	15.4955745018613	15.6147835991175	15.1129675672126	15.5694535721686	15.4746006391956	15.6967039880746
Cx3cl1	15.008008525341	14.9671708577989	14.9671708577989	14.9583639328063	14.733499464117	15.0217264144805	14.8311419981608	15.0559219513979	15.1062728243974	14.9493161232747	15.0481172160782	15.0148508315368	15.2926295525934	15.1802135040828	15.2114117608913	14.8377350117327
Eif4a2	15.5317953950638	15.4601019958575	15.4259815795574	15.4746006391956	15.5694535721686	15.4443761819718	15.3757929755725	15.3175646467888	15.4601019958575	15.5466534942325	15.4601019958575	15.3941794581646	15.2225676305809	15.3421705748441	15.4123609882711	15.2575470053617
App	15.3941794581646	15.3514087963521	15.3421705748441	15.3757929755725	15.4833951257707	15.2815515701815	15.1802135040828	15.3045101316121	15.4259815795574	15.3941794581646	15.332108733734	15.3609109287134	15.2114117608913	15.4123609882711	15.4833951257707	15.1719297911658
Ppia	15.1322380840979	15.3421705748441	15.2021251631654	14.5620196357457	15.1129675672126	15.3514087963521	15.5074257242041	14.8925025572932	14.9493161232747	15.5576046961526	15.3045101316121	15.2815515701815	15.3514087963521	15.5317953950638	14.9493161232747	15.1129675672126
COX2	15.2722899119795	15.332108733734	14.4707506502196	14.3587980405216	15.2021251631654	15.2449424567841	15.4833951257707	14.6213139046637	15.2815515701815	15.7738927369567	15.5466534942325	15.7295058421064	15.5986861078674	15.7295058421064	15.2341609898549	15.5576046961526
Rps16	15.2926295525934	15.2575470053617	15.3175646467888	15.1627252274196	15.332108733734	15.1129675672126	15.2449424567841	15.2575470053617	15.4443761819718	15.332108733734	15.3757929755725	15.3514087963521	15.1627252274196	15.2114117608913	15.3941794581646	15.332108733734
Pkm	15.3421705748441	15.2815515701815	15.2114117608913	15.332108733734	15.2815515701815	15.2575470053617	15.008008525341	15.3757929755725	15.3609109287134	15.2449424567841	15.2815515701815	15.2225676305809	15.3421705748441	15.1129675672126	15.2021251631654	15.1627252274196
Atp5f1b	15.1802135040828	15.3609109287134	15.2449424567841	15.1426332444044	15.1914381600314	15.2722899119795	15.2225676305809	15.152442413368	15.1627252274196	15.2114117608913	15.2341609898549	15.2021251631654	14.9671708577989	15.1217429095689	15.1129675672126	15.2815515701815
Rplp0	15.5822256939886	15.4746006391956	15.5822256939886	15.5317953950638	15.6620845223392	15.332108733734	15.4123609882711	15.3941794581646	15.6967039880746	15.3609109287134	15.3609109287134	15.4443761819718	15.3941794581646	15.3045101316121	15.5074257242041	15.2926295525934
Olfm1	14.9923090175536	15.1217429095689	15.1322380840979	14.9843970441258	15.0384552547548	15.1627252274196	15.1129675672126	15.0148508315368	14.8076478442641	15.0217264144805	15.0960813350377	15.1719297911658	15.1322380840979	15.152442413368	14.8377350117327	15.0481172160782
Rpl27a	15.2021251631654	15.2021251631654	15.3045101316121	15.2225676305809	15.3175646467888	15.1062728243974	15.3514087963521	15.1426332444044	15.1426332444044	15.2021251631654	15.2449424567841	15.1217429095689	14.9843970441258	15.2225676305809	15.152442413368	15.3609109287134
Ctxn1	15.3175646467888	15.1062728243974	15.075315669784	15.1217429095689	15.0006567230785	15.2021251631654	15.0559219513979	15.0006567230785	15.2114117608913	15.075315669784	14.9583639328063	14.9350725097492	14.8770784161702	14.733499464117	15.1062728243974	15.2722899119795
Uba52	15.2575470053617	15.2225676305809	15.5074257242041	15.3175646467888	15.2722899119795	15.0960813350377	15.2575470053617	15.5576046961526	15.3757929755725	15.0481172160782	15.4259815795574	15.1426332444044	15.0870418623168	14.9923090175536	15.6449658400019	15.0870418623168
Cox5a	14.9843970441258	15.1719297911658	14.854852905569	14.7672180734297	15.1426332444044	14.854852905569	15.1914381600314	15.0960813350377	15.0661252346018	15.2341609898549	15.1217429095689	15.0559219513979	14.9493161232747	15.2021251631654	14.854852905569	14.9350725097492
Eef2	15.2225676305809	15.0960813350377	15.2575470053617	15.2114117608913	15.0870418623168	15.1719297911658	15.1719297911658	15.2114117608913	15.3175646467888	15.1322380840979	15.152442413368	15.3175646467888	14.941189215166	15.0960813350377	15.2815515701815	15.3045101316121
Uchl1	15.3757929755725	15.3757929755725	15.2815515701815	15.3609109287134	15.3421705748441	15.5192906255601	15.3941794581646	15.3514087963521	15.1322380840979	15.3514087963521	15.3514087963521	15.4123609882711	15.5317953950638	15.2722899119795	15.1914381600314	15.2225676305809
Camk2b	15.1719297911658	15.2341609898549	15.6147835991175	15.3045101316121	15.3045101316121	15.1802135040828	15.2114117608913	15.1719297911658	15.5822256939886	15.2722899119795	15.4833951257707	15.5074257242041	15.0661252346018	15.1914381600314	15.3609109287134	14.9843970441258
Tspan3	15.2341609898549	15.2926295525934	15.332108733734	15.3941794581646	15.2449424567841	15.3045101316121	15.2926295525934	15.3421705748441	15.2225676305809	15.0559219513979	15.3175646467888	15.3045101316121	15.2815515701815	15.2815515701815	15.3175646467888	15.5192906255601
Eno1	15.3514087963521	15.3045101316121	15.1426332444044	15.2815515701815	15.2114117608913	15.4746006391956	15.2815515701815	15.2926295525934	15.1217429095689	15.1719297911658	15.1627252274196	15.1627252274196	15.0217264144805	14.9843970441258	15.0661252346018	15.3175646467888
Basp1	15.1129675672126	15.008008525341	15.1217429095689	15.008008525341	14.9671708577989	14.9583639328063	15.1426332444044	15.2021251631654	14.9583639328063	15.008008525341	14.8626503086315	14.8770784161702	14.7820876035756	15.0481172160782	15.0148508315368	15.0148508315368
Atp1a1	14.6743234237624	14.2174504850358	14.528653217631	14.3741556659552	14.6049763637293	13.9100827368055	14.5852024739414	14.4637217987159	14.4192441310937	14.7399279329376	14.3110171380085	14.3482075426903	14.2021721853138	14.5790594445776	14.4192441310937	14.4192441310937
Ptms	15.4833951257707	15.2722899119795	15.4955745018613	15.6795507852469	15.4601019958575	15.3609109287134	15.2021251631654	15.4601019958575	15.3514087963521	15.3045101316121	14.9350725097492	15.1802135040828	15.075315669784	15.008008525341	15.6147835991175	14.822612041123
Sst	15.332108733734	15.1426332444044	14.928749396667	15.2449424567841	15.0661252346018	15.008008525341	14.7463401322514	15.0303707442284	15.1129675672126	15.152442413368	15.2575470053617	14.9756950289667	15.2449424567841	15.0148508315368	15.1719297911658	15.075315669784
Rpl18a	15.0559219513979	15.1322380840979	15.3757929755725	15.2722899119795	14.822612041123	15.4259815795574	15.3421705748441	15.1627252274196	15.1719297911658	15.1217429095689	15.3421705748441	15.3421705748441	15.3757929755725	15.2926295525934	15.2225676305809	15.4601019958575
Rpl19	14.9493161232747	15.0217264144805	15.2722899119795	15.2575470053617	14.8695393285562	14.8998204812112	15.0303707442284	15.1802135040828	15.2575470053617	14.941189215166	15.1914381600314	14.9066744952872	14.8470951623749	15.1322380840979	15.1802135040828	15.1914381600314
S100b	15.2449424567841	15.3941794581646	15.1802135040828	15.1802135040828	15.4123609882711	15.1426332444044	15.152442413368	14.8695393285562	15.0960813350377	15.1426332444044	15.0006567230785	15.2449424567841	15.4123609882711	15.3175646467888	14.8925025572932	14.9671708577989
Calm2	14.9671708577989	15.1627252274196	14.8998204812112	14.8770784161702	14.9195117238577	15.2225676305809	15.0870418623168	14.928749396667	15.008008525341	15.0870418623168	15.008008525341	15.0303707442284	15.0303707442284	14.928749396667	15.0303707442284	15.1426332444044
Mif	15.1426332444044	14.913541951913	15.0661252346018	15.0384552547548	15.0217264144805	14.8470951623749	14.928749396667	15.1914381600314	15.152442413368	14.928749396667	15.0870418623168	15.0217264144805	14.7183568154117	15.0217264144805	15.0217264144805	15.0384552547548
Chn1	15.3045101316121	15.0870418623168	14.941189215166	15.075315669784	15.2225676305809	15.4123609882711	15.0960813350377	14.7399279329376	14.5127844030035	15.3421705748441	14.733499464117	15.0481172160782	15.5192906255601	15.0384552547548	15.075315669784	14.6213139046637
Eef1a2	14.8998204812112	14.8695393285562	15.008008525341	14.9756950289667	14.8019766045855	14.733499464117	14.9066744952872	15.0661252346018	14.9923090175536	14.8377350117327	14.8143365240995	14.8143365240995	14.6456736510078	14.8311419981608	14.8862615208111	15.0303707442284
Rpl31	15.0217264144805	15.0303707442284	14.9583639328063	14.9195117238577	14.928749396667	14.913541951913	14.8377350117327	14.9583639328063	14.941189215166	14.8862615208111	15.075315669784	14.913541951913	14.9583639328063	14.9756950289667	14.9843970441258	15.008008525341
Pja2	14.9350725097492	15.0661252346018	15.0217264144805	14.854852905569	15.0481172160782	15.0870418623168	15.2341609898549	14.69244373725	14.733499464117	15.0960813350377	15.0559219513979	15.2114117608913	15.2021251631654	15.1426332444044	14.8998204812112	15.0217264144805
Nefl	15.0481172160782	14.9066744952872	15.0481172160782	15.0481172160782	14.72600778362	15.1914381600314	15.0481172160782	13.7234492320005	15.0481172160782	15.1627252274196	15.0303707442284	15.1129675672126	15.3045101316121	15.2575470053617	15.1217429095689	15.2341609898549
Ap2m1	14.854852905569	14.928749396667	14.9923090175536	14.9493161232747	14.8770784161702	14.8862615208111	14.9583639328063	15.075315669784	14.928749396667	14.913541951913	14.9843970441258	14.8862615208111	14.8311419981608	14.913541951913	14.9671708577989	15.0559219513979
Mt3	14.5992448445418	14.6801778160061	14.8626503086315	14.9066744952872	14.8925025572932	14.657345298712	14.7884029675045	14.9843970441258	15.2341609898549	14.7946498721872	15.0217264144805	14.9493161232747	15.1217429095689	14.941189215166	15.2575470053617	14.8862615208111
Camk2n1	14.1108977644446	13.7109371289113	14.0512691260984	13.8732074781008	13.6786181316188	13.8493433966301	13.6786181316188	14.010968079052	14.0156660293328	13.9876619392076	14.2717178290688	13.8535509265979	14.1432906416576	13.9960619419542	14.1069201547569	14.1545210388263
Rpl23	15.075315669784	14.9350725097492	15.152442413368	15.1062728243974	15.1062728243974	14.8019766045855	14.7183568154117	15.0384552547548	15.2926295525934	14.7884029675045	15.1129675672126	15.0870418623168	14.6987847612959	14.72600778362	15.1322380840979	14.8998204812112
Atp1a3	15.1062728243974	15.0481172160782	15.1914381600314	15.2341609898549	15.1802135040828	15.0384552547548	15.1322380840979	15.2815515701815	15.2722899119795	15.0384552547548	14.928749396667	15.0384552547548	15.1802135040828	15.2341609898549	15.3045101316121	14.7746549760152
Rps3	15.1627252274196	15.1914381600314	15.2341609898549	15.2926295525934	15.2341609898549	14.9195117238577	14.822612041123	15.2225676305809	15.0006567230785	14.9583639328063	14.8925025572932	14.9583639328063	14.7884029675045	14.8626503086315	14.9195117238577	14.9066744952872
Rpl3	15.2114117608913	15.2114117608913	15.1062728243974	15.1129675672126	15.1719297911658	15.3421705748441	14.8695393285562	14.913541951913	15.1914381600314	15.2225676305809	14.8695393285562	14.9843970441258	15.2722899119795	15.1627252274196	15.3514087963521	14.5338024244246
Ldhb	15.0870418623168	15.0148508315368	14.822612041123	14.8019766045855	15.0303707442284	14.9066744952872	14.7399279329376	15.008008525341	14.1108977644446	14.507066846707	14.8076478442641	14.7399279329376	14.854852905569	14.6684135462627	14.6456736510078	14.5852024739414
Gfap	15.152442413368	15.1802135040828	15.0960813350377	15.3421705748441	15.3757929755725	15.5576046961526	15.6147835991175	15.3609109287134	15.6314421594716	15.2815515701815	15.0148508315368	15.2926295525934	15.6967039880746	15.8711105014589	15.5822256939886	15.6620845223392
Oaz2	14.9066744952872	15.2449424567841	14.8377350117327	14.6987847612959	14.9756950289667	15.1217429095689	15.3045101316121	14.9671708577989	15.0870418623168	15.4601019958575	15.1802135040828	15.3757929755725	15.0559219513979	15.5576046961526	15.008008525341	15.3757929755725
Ubc	15.1217429095689	15.0384552547548	14.9195117238577	15.0148508315368	15.1627252274196	15.1322380840979	14.9671708577989	14.9493161232747	14.3000412504179	15.0006567230785	14.9066744952872	14.854852905569	15.1719297911658	15.0006567230785	14.7183568154117	14.941189215166
Mobp	14.7672180734297	14.8076478442641	15.1129675672126	15.1914381600314	15.1322380840979	14.9493161232747	15.1062728243974	14.5992448445418	15.075315669784	14.8695393285562	15.2114117608913	15.2341609898549	15.5694535721686	15.1062728243974	14.7946498721872	14.5565423682543
Fkbp1a	15.0661252346018	14.7884029675045	15.3609109287134	15.1322380840979	15.152442413368	15.0303707442284	15.2722899119795	15.1322380840979	15.332108733734	15.2575470053617	15.1322380840979	15.1914381600314	15.0481172160782	15.3514087963521	15.2449424567841	15.1322380840979
Gnao1	14.7399279329376	14.7463401322514	14.7463401322514	14.7183568154117	14.7593278017369	14.8311419981608	14.6987847612959	14.6625793780733	14.8998204812112	14.854852905569	14.9195117238577	15.075315669784	15.0384552547548	14.9195117238577	14.9066744952872	14.7061903208241
Myl12b	15.0303707442284	15.0559219513979	14.8925025572932	14.8925025572932	15.0148508315368	15.0006567230785	15.1217429095689	14.9350725097492	14.6515979624138	14.9923090175536	14.854852905569	14.8998204812112	14.8076478442641	14.9066744952872	14.6801778160061	14.8695393285562
