ID	GSM53276	GSM53277	GSM53278	GSM53279	GSM53280	GSM53281	GSM53282	GSM53283	GSM53274	GSM53268	GSM53269	GSM53270	GSM53271	GSM53272	GSM53273	GSM53275
Lxn	11.9225523979223	12.1424329863884	11.9468192599572	11.9571010353106	11.8224434324451	11.7640747367589	11.8421841989744	11.9617958733558	12.1660046434211	11.8819384380814	12.1624716109185	11.9191047496286	12.2413839555012	11.935432833926	11.8758029864617	11.7931412010387
Agt	12.7476604791619	12.3424803606105	12.347560483469	12.6112560140434	13.2974202394832	13.0416321341488	12.5352860964629	11.9961307247935	12.6923003881213	12.3735207354142	12.5508319794467	12.4796802848661	12.9787947781397	12.6724557042045	12.3997644507498	12.1225463205012
Sncb	11.7353780316341	11.5101203071958	11.2403012364171	11.5626408607882	11.2928176788042	11.4559524822307	11.6001864185499	11.5408626905713	11.6141179071766	11.978070004757	12.1208771393339	12.1065687508089	11.9175859114262	12.2395723047958	11.444558738111	11.4962670276609
Gnai1	11.9498259549444	12.171943479438	11.6299443702277	11.9768496832667	11.7334640395702	12.26957780876	12.3794938592109	11.8956275673263	11.7186691864728	11.8956275673263	12.5761452391706	12.171943479438	12.1923500682358	12.3611345606499	11.9646000854275	12.7971086439333
Chchd6	11.933844540109	11.9147711725245	12.0630754630198	12.2322507686253	12.0367261468703	12.002215128511	11.7518150035436	12.0704443225922	12.1968000062226	11.9033193926207	11.8224434324451	11.8553412252713	11.7732060470358	11.7001188857901	12.2002628505822	11.7058204460893
Nmt1	12.2126948305925	12.1908109399341	11.955433783751	12.2302667650163	11.8052340578155	12.0810892995475	12.0040888368563	12.140532448944	12.2281617415933	11.9571010353106	12.3553005825732	12.2580596179145	12.1549576443572	12.2659645816652	12.3648502554537	12.3553005825732
Alcam	11.8195948308447	12.1316417146552	11.9385951090481	11.795648184526	11.6732205955314	12.2928937211025	12.2338628189065	11.933844540109	11.6403416657703	12.3169381415398	12.4385011396114	12.0595260660351	12.1832403048697	12.0485609579127	12.0417525264594	12.3190413688938
Vim	11.5662576245959	11.5832431707451	11.3681642977249	11.1801935335862	11.877164230103	11.4711256352087	11.8322761534637	11.9225523979223	11.7476045868661	11.9768496832667	11.9768496832667	11.7260107905152	11.8633850678569	12.4542253056657	11.6750507870627	12.4340656427231
Ins2	12.3424803606105	12.4068561425799	12.3150082567773	12.4562650321046	12.477616888081	12.082492668725	12.0544311363068	12.6091526071856	11.8987761848196	12.0203105446234	11.5124231016858	11.7838149437859	11.582102419685	11.4280419589739	11.6878335087127	11.6847230389177
Tac1	12.214656910557	12.1500426102904	11.3713380958543	11.5476104034113	11.5704739638334	11.8195948308447	11.6269664480658	11.2307673990836	11.2566110452004	11.7085507311877	11.8538605636111	11.5419488867866	11.237514763681	11.7396852985494	11.941701226353	11.4476502305915
Pex14	12.1814992328807	11.806659318547	12.3035013866381	12.2833987329316	12.0775199217526	11.6107295611091	11.9894658362952	12.2002628505822	12.2894065919257	12.0986271791934	11.2403012364171	11.6016843100965	11.4757850452105	11.8132233122573	12.0775199217526	11.7973144482379
Asic2	11.7058204460893	11.7396852985494	11.7216432733025	11.7718599500304	11.7931412010387	11.8848045851352	11.8470170585562	11.8697384801939	12.1208771393339	11.8405113380821	11.6356661900225	11.5462288201474	11.8892504394484	11.8224434324451	12.225791817137	11.9065878130596
Gnpat	11.9450884075356	11.8864092092261	12.1008723274757	12.0775199217526	11.7973144482379	12.1316417146552	12.0063556020559	11.8987761848196	12.0577956084592	12.084335277189	12.2659645816652	12.3386418503711	12.4385011396114	12.1624716109185	11.9719250317553	12.1483528602658
Fabp3	11.5280807346378	11.2662709455337	10.8037614553753	10.651921745485	10.6826682852716	10.6188140289985	10.9423915728148	11.4686230284787	10.6068253002646	11.242817293632	11.4016336273407	10.9567452543271	11.0776557789743	10.4064347300204	10.7802469282603	10.7887878894522
Gsta1	12.1832403048697	12.104893509015	12.2035642227918	11.8619737796865	12.7713485891792	11.8146052417804	12.2109516478365	11.8470170585562	12.0007508296275	12.1387692429758	11.8892504394484	11.6588004741497	12.1065687508089	11.8538605636111	11.9324522792979	11.5462288201474
Mapk8ip1	11.9483562987635	12.0333061424307	11.9768496832667	11.4996278360587	11.9974506234155	12.0613327123157	11.5373302751808	11.7986318902544	11.6691468669222	12.0810892995475	11.9538670685077	11.8907294923298	11.7058204460893	12.3150082567773	11.5216792117467	12.347560483469
Atp2c1	12.1643073086154	12.1549576443572	11.9617958733558	11.987968627658	12.1029910991421	12.3071019910872	12.2035642227918	11.9261215812344	11.8727650975778	12.4109133960354	12.3735207354142	12.3762480321291	12.304849102485	12.347560483469	12.3628365830283	12.3228837352539
Cipc	12.1065687508089	12.1240991793802	12.0063556020559	11.9129578369066	11.7534470496099	12.3499013214236	11.9324522792979	11.6431385431283	11.7534470496099	12.0260895843185	12.1191046674485	12.082492668725	12.0740015093102	11.9974506234155	12.2184033974365	12.0485609579127
Tef	12.281416437357	12.0863974274759	12.207455178047	12.3611345606499	12.3457189556052	12.1549576443572	11.9753880401044	12.4240886583025	12.4183117560484	11.7534470496099	11.7944338006245	12.0203105446234	11.9768496832667	11.8421841989744	12.1943891204661	11.9277207759949
Fam216a	11.8518048519454	12.301631134641	11.7155556086048	11.7518150035436	12.1280534896225	11.9097514670897	11.8039052240151	11.9681008931328	12.1888694674152	11.9991713495148	11.9147711725245	11.9737756484396	12.2092078285276	12.0333061424307	12.3689524328867	11.8603391669747
Dnm1l	11.806659318547	11.7476045868661	11.6001864185499	11.3395824213012	11.2983983854909	12.0648272988944	12.1092969763455	12.1280534896225	12.0435921775863	11.7384191289434	11.8922064383747	12.2218485936851	12.2713870786157	12.2945051254146	12.1773814502192	12.2928937211025
Dnpep	11.8146052417804	12.0101988530326	11.9930966493574	11.9207475332022	11.9991713495148	11.9450884075356	11.9795403922188	12.0151911393129	12.3735207354142	11.8922064383747	12.0040888368563	12.1660046434211	12.1240991793802	11.9162698056364	12.3150082567773	11.8633850678569
Pmp22	11.6542480882643	11.9003428200133	12.0466251937738	11.8405113380821	11.9912079686338	11.8175908844107	12.1280534896225	11.8322761534637	12.4710460352244	12.01682123312	12.1773814502192	12.3325936566566	11.9294059921133	12.4426062385279	12.2053989928262	12.4109133960354
Cyth2	12.1773814502192	12.3668690450417	11.7290887275942	11.8254466580464	12.5414288976285	11.8115412887319	11.483748776447	11.8052340578155	11.7548634953226	11.6016843100965	11.7111252717322	11.5626408607882	11.6554000163141	11.3639633660983	11.7142996322247	11.7290887275942
Tnrc6b	12.2092078285276	12.2238981783583	12.4149771230847	12.5216206981571	12.2035642227918	12.4304732144784	11.9601894869554	12.3905367970951	12.1424329863884	11.9646000854275	12.0238344951333	12.0758759652852	12.1814992328807	11.7746028388708	12.466473830063	12.039952292248
Gps1	11.9242714970179	12.0686130803662	11.8878595403979	11.4476502305915	11.9147711725245	11.6905047309784	11.7944338006245	12.0318237093551	12.0452504351694	12.2109516478365	12.01682123312	12.0544311363068	11.8175908844107	11.98283249435	11.7370714906177	11.9402312789522
Cnr1	12.347560483469	12.5824025661827	12.4013269425427	12.4463992546157	12.3593168381459	12.7893473452339	12.6582727912635	11.9511920909109	11.7718599500304	12.4796802848661	12.5711821338	12.5655453451595	12.7338162262662	12.5012156553515	12.3424803606105	12.5121941392728
Tpst2	11.5912198354261	11.5844379607254	11.8683458322311	11.5204358230948	12.3794938592109	11.4016336273407	11.8160069087226	11.8568301526657	12.0704443225922	11.9049486961094	12.0333061424307	11.8052340578155	11.9719250317553	11.8289460728331	11.7944338006245	11.5765098914094
Eif2b4	12.0452504351694	11.9719250317553	11.9277207759949	12.050655548397	12.0383285923484	11.9526009478697	11.9049486961094	12.2395723047958	12.4817549203388	11.9681008931328	11.7578339716341	11.7334640395702	11.6567441470107	11.6648167177436	12.0083296531133	12.0007508296275
Cs	12.2526422408358	12.0435921775863	12.0383285923484	11.7396852985494	11.2090087915337	12.1868164761956	12.1943891204661	12.0118682494512	12.3779258663147	12.2659645816652	12.1868164761956	12.2963461057325	12.281416437357	12.0953536495744	12.0544311363068	12.0917241474949
Irgq	12.0260895843185	11.8500703889393	10.4245761736472	11.2715456436201	11.8922064383747	11.8421841989744	12.0524668370058	11.4430360925103	11.8146052417804	11.9632317881471	12.0151911393129	12.0383285923484	11.9945712074045	12.0758759652852	12.0686130803662	11.9225523979223
Serp1	11.9974506234155	11.7670557962074	11.9370308087128	11.5793729756799	12.1699206750482	11.8974395174094	12.1517204642945	11.8353404295174	12.0278446138183	12.1297636623823	12.2302667650163	12.1129423921985	12.1078414736288	12.3264630480184	12.1029910991421	12.413161623192
Alox15	11.8160069087226	11.8082963504591	11.9912079686338	12.0704443225922	12.0758759652852	11.6092323923988	11.6622323689445	12.1483528602658	12.2053989928262	11.4905416011028	11.4365227854377	11.4625602359583	11.7085507311877	11.7986318902544	11.3028860310451	12.0648272988944
Id3	11.9894658362952	12.4710460352244	11.6062963891281	12.3593168381459	12.5121941392728	12.1847487872802	12.394588251904	11.2566110452004	12.0118682494512	12.1008723274757	12.3628365830283	12.0561376338787	12.8358161263486	12.2358520033104	12.1078414736288	11.5176432458382
Scarb1	12.1172281422705	11.488852307083	11.3503803290516	12.0435921775863	12.1888694674152	12.0383285923484	12.0878147640186	12.4089639602015	11.9385951090481	11.9450884075356	11.8568301526657	11.98283249435	11.6299443702277	11.8454926808921	12.4949609128271	11.9571010353106
Madd	11.9601894869554	11.6242847286734	11.877164230103	11.8132233122573	11.7746028388708	12.0063556020559	11.6446990408951	11.7370714906177	12.2643330035959	12.0185597513213	11.978070004757	11.8987761848196	11.8014732196479	11.7321617064195	12.1129423921985	11.7426206540781
Bhlhe41	11.6878335087127	11.8421841989744	11.6542480882643	11.9049486961094	12.0452504351694	12.4385011396114	12.2618204921627	11.9571010353106	12.2218485936851	11.8353404295174	12.104893509015	12.1153431330351	12.3366485818762	12.7316608492819	12.2773873896216	12.5239322359009
H2ax	11.7654581807267	11.9468192599572	12.0524668370058	11.9261215812344	11.9632317881471	12.0203105446234	11.7986318902544	12.0260895843185	12.4220399104665	11.7168944459163	11.9646000854275	11.877164230103	11.686081714849	11.7703208485051	12.394588251904	12.0953536495744
C1qb	11.2566110452004	11.4625602359583	11.8115412887319	11.5087438478969	11.8892504394484	11.9538670685077	11.9225523979223	12.002215128511	12.1773814502192	11.4711256352087	11.6783213669732	11.8741800522469	11.8254466580464	12.0524668370058	12.2526422408358	12.0878147640186
Slc7a5	11.9571010353106	11.9571010353106	12.0185597513213	12.1297636623823	11.9571010353106	11.8500703889393	11.9646000854275	11.9737756484396	11.6092323923988	12.050655548397	11.6847230389177	11.8014732196479	11.7017510163908	11.8211096265973	11.9601894869554	11.7578339716341
Celsr2	12.0083296531133	12.3735207354142	12.1129423921985	12.1868164761956	11.9646000854275	12.0953536495744	12.039952292248	11.7732060470358	11.3184206730893	12.2162993180075	11.9294059921133	11.987968627658	12.2833987329316	11.9080182396881	11.6918211586993	11.9795403922188
Myo5b	12.1353746362824	12.1129423921985	11.8892504394484	11.4601204867169	12.2434248690864	12.039952292248	12.0863974274759	11.7703208485051	11.7774869800627	11.6446990408951	11.7396852985494	11.5924341938339	11.3723450988454	11.5462288201474	11.5776646635494	11.4669866255958
Lysmd4	12.2109516478365	11.7111252717322	11.3736366091684	12.0970839088576	11.1306824285027	12.0367261468703	11.1829013926477	11.9719250317553	11.4655814122264	12.4860092510797	12.0810892995475	11.795648184526	12.3288017579104	11.6343046504304	11.2744386554739	11.3241587804149
Idh1	12.1029910991421	12.2643330035959	11.8306713613437	12.1109336718119	12.1109336718119	12.2162993180075	12.2833987329316	12.1814992328807	12.2201232221885	12.2489011506796	12.4883363996431	12.3288017579104	12.5474223627782	12.6438987784044	12.2793535272412	12.3169381415398
Stip1	11.9175859114262	11.8470170585562	11.9114969528377	11.663476534512	11.8727650975778	11.5793729756799	11.893560441288	11.8907294923298	11.7353780316341	12.0704443225922	11.8518048519454	11.8788185076654	11.8132233122573	11.9571010353106	11.9065878130596	11.8254466580464
Ptk2	11.8892504394484	11.9753880401044	11.933844540109	11.4154878528879	11.8388308223959	11.8239173220746	11.9261215812344	11.5009305852418	11.5873023452289	12.0007508296275	11.9795403922188	12.002215128511	12.0704443225922	11.9370308087128	11.5246425095802	11.8470170585562
Sgta	12.3405433703587	11.9432025450827	12.1755647038693	12.1500426102904	12.1681607933637	12.0722141306845	12.0278446138183	12.3228837352539	12.2413839555012	11.955433783751	11.9277207759949	11.858402391002	11.6905047309784	11.7353780316341	12.1549576443572	12.1660046434211
St13	12.0485609579127	11.9912079686338	11.7578339716341	12.1153431330351	12.1262722123768	11.7321617064195	11.8568301526657	11.7460186103605	11.9402312789522	12.1153431330351	12.3515885099235	11.9498259549444	11.9974506234155	12.1847487872802	12.0040888368563	12.0758759652852
Gatm	11.7818913234125	11.8835382214727	11.7199604727599	12.1008723274757	11.7762260476259	12.5239322359009	12.2713870786157	11.686081714849	11.5677675214777	11.9207475332022	12.3366485818762	12.259676032226	12.5012156553515	12.5033851301077	11.8239173220746	12.8109359631341
Bpnt1	11.8254466580464	11.935432833926	11.7505707815328	11.1614879168327	11.8115412887319	11.9191047496286	12.2092078285276	11.4518045850952	11.3074486570191	12.1660046434211	12.2201232221885	12.1280534896225	12.1387692429758	12.225791817137	11.6356661900225	12.1586099855961
Foxk2	11.8568301526657	11.9097514670897	12.0278446138183	11.858402391002	11.8175908844107	12.0863974274759	11.7290887275942	11.9065878130596	11.768983928505	11.5326526849732	11.8097665628398	11.8388308223959	12.0278446138183	11.9003428200133	11.9586366722793	11.8421841989744
Litaf	11.8115412887319	11.877164230103	11.9294059921133	12.4089639602015	12.084335277189	11.8683458322311	11.7548634953226	12.2092078285276	12.8488791263262	11.984615881971	11.7762260476259	12.0485609579127	11.8819384380814	12.1172281422705	12.3288017579104	12.3648502554537
Rab11fip5	11.5373302751808	11.9310909334813	11.8758029864617	11.933844540109	11.7044971301233	11.9571010353106	11.6542480882643	11.6891476263909	11.9049486961094	11.9065878130596	11.7654581807267	11.8027207825824	11.7884757140962	11.6526062613089	12.0260895843185	12.2506890588314
Psma1	11.6567441470107	11.7595976812989	11.7703208485051	11.2390547315839	11.6269664480658	11.8835382214727	12.0648272988944	11.6814935111881	11.6783213669732	12.0917241474949	12.3530787282825	12.3190413688938	12.1643073086154	12.2867400468105	11.686081714849	12.2035642227918
RT1-CE12	11.9432025450827	11.9498259549444	11.9719250317553	11.9961307247935	11.9617958733558	11.7838149437859	11.9511920909109	12.2526422408358	11.9753880401044	11.9930966493574	11.7806775308838	11.8819384380814	11.6403416657703	12.1208771393339	11.8388308223959	12.3264630480184
Pnpo	11.9991713495148	11.9191047496286	11.941701226353	12.039952292248	11.6281787747897	12.2489011506796	12.0151911393129	12.1908109399341	12.3438770587527	12.0953536495744	11.8082963504591	12.0278446138183	11.9114969528377	11.8368197903107	12.3071019910872	11.935432833926
Ppp1r2	11.7944338006245	11.5113209626043	11.5444972189605	12.0238344951333	11.7216432733025	11.4223408503529	11.6389281085116	11.9324522792979	12.3228837352539	12.0278446138183	12.291133770222	11.9811052843167	11.8864092092261	12.3228837352539	12.1353746362824	12.2092078285276
Slc3a1	11.6891476263909	12.4109133960354	11.9016490397249	12.0333061424307	12.1908109399341	11.8160069087226	12.0101988530326	12.4149771230847	11.9863322675927	11.7448035419895	11.9207475332022	11.7654581807267	12.0203105446234	11.8353404295174	11.8727650975778	11.7491315714145
Mapk9	11.8132233122573	11.2038297653452	11.4742993301312	11.2482771981093	11.8974395174094	11.6511440054202	12.050655548397	11.7408725277989	11.4365227854377	11.9432025450827	11.8388308223959	11.9147711725245	12.1208771393339	12.4646332025213	11.4874919157445	11.955433783751
Rac1	11.8603391669747	12.0452504351694	11.8224434324451	11.9225523979223	11.6648167177436	12.413161623192	12.4034381913306	11.6403416657703	11.6299443702277	12.1424329863884	12.2506890588314	12.2434248690864	12.2928937211025	12.4183117560484	12.002215128511	12.281416437357
Clip2	11.696887129355	11.6269664480658	11.8864092092261	11.6255989364732	11.7505707815328	11.4978643249034	11.6092323923988	11.795648184526	11.9699595749093	11.8848045851352	11.9310909334813	11.8892504394484	11.8146052417804	11.8819384380814	11.8683458322311	11.6403416657703
Ntan1	11.7746028388708	11.7518150035436	11.8500703889393	11.9664244090211	11.9737756484396	11.8306713613437	11.7654581807267	11.9632317881471	11.9511920909109	11.7275651431807	11.8819384380814	11.8211096265973	11.9664244090211	11.7868253445028	12.1297636623823	11.7155556086048
Vamp3	11.5858452080107	11.7899154254497	11.7852860556304	11.9511920909109	11.8306713613437	11.7852860556304	11.9863322675927	11.9003428200133	12.2659645816652	11.9003428200133	12.3779258663147	12.1943891204661	12.1737145957499	12.0899018613231	11.9894658362952	12.1109336718119
Hyou1	11.6691468669222	11.4476502305915	11.7986318902544	11.8289460728331	11.8322761534637	11.4686230284787	12.2413839555012	11.6732205955314	11.6554000163141	11.9945712074045	11.9991713495148	11.9681008931328	12.0101988530326	11.9601894869554	11.7408725277989	11.843793887843
Timm29	12.2489011506796	11.9324522792979	12.0740015093102	12.0298440393914	12.2618204921627	11.984615881971	11.8082963504591	11.9646000854275	11.9242714970179	11.8289460728331	11.6567441470107	11.7085507311877	11.941701226353	11.6001864185499	11.9863322675927	11.3736366091684
Endod1	11.4611264687935	11.7944338006245	12.2338628189065	12.3499013214236	11.8146052417804	12.0740015093102	11.933844540109	11.7746028388708	11.8454926808921	11.7762260476259	12.1297636623823	12.3869401017587	12.7183437520676	12.6482530154129	12.7029813520855	12.6002599278892
Btg2	12.2677947233206	12.207455178047	12.281416437357	12.5711821338	12.2734099909733	11.5748357869622	11.6299443702277	12.4860092510797	12.7688865766117	11.2928176788042	11.6047447167464	11.7017510163908	11.696887129355	11.0301507186313	11.1293040695846	11.7243530075154
Tmem126b	11.9719250317553	11.8619737796865	11.7973144482379	11.6814935111881	11.5807620429674	12.0101988530326	11.9930966493574	11.7426206540781	11.7260107905152	12.0485609579127	11.9617958733558	11.9468192599572	12.0686130803662	11.9498259549444	11.9080182396881	12.0220879838959
Nek7	12.3735207354142	12.0318237093551	12.5639895966475	12.3648502554537	12.5598086279663	12.3515885099235	11.9294059921133	12.5195943662493	12.2448977033394	11.9310909334813	12.1681607933637	12.1240991793802	12.5264428075488	12.0238344951333	12.2358520033104	11.3458309132776
Maco1	11.98283249435	12.1483528602658	12.2126948305925	12.324486219386	12.2162993180075	11.9483562987635	11.9811052843167	12.3113149219189	12.0648272988944	11.6126895500934	11.7071076532983	11.8603391669747	11.984615881971	11.9863322675927	12.1065687508089	11.7448035419895
Limk1	12.2002628505822	11.9080182396881	12.1029910991421	12.0577956084592	12.1968000062226	11.8485099431694	11.7578339716341	11.955433783751	12.2238981783583	11.7624529299209	12.14428249277	11.9632317881471	11.7155556086048	11.3074486570191	12.2734099909733	11.8146052417804
Trappc10	11.6047447167464	11.6891476263909	11.8195948308447	11.8907294923298	11.7563106838918	11.6847230389177	11.858402391002	11.8712958446709	12.0668483543627	11.843793887843	11.843793887843	11.8097665628398	11.8388308223959	11.9511920909109	12.0899018613231	12.2465468304861
Cdk5	11.7732060470358	11.6802338395427	12.0722141306845	12.0686130803662	11.955433783751	11.6281787747897	11.7396852985494	12.1008723274757	11.7199604727599	11.5643535957078	11.8274901060088	11.6707485018623	11.357055677664	11.5732954436228	11.430996438152	11.3339261823883
Sptlc1	12.0758759652852	11.9601894869554	12.214656910557	12.4166547892183	12.0260895843185	11.9991713495148	11.8146052417804	12.2894065919257	11.9930966493574	11.9511920909109	11.5561770127122	11.6878335087127	11.6732205955314	11.7058204460893	11.9511920909109	11.7518150035436
Tra2b	11.5264176500723	11.5662576245959	11.5873023452289	11.4491341880058	12.104893509015	12.2338628189065	12.0775199217526	11.6192806306953	12.3405433703587	12.0367261468703	12.3113149219189	12.0367261468703	12.1153431330351	12.3813630198317	12.3169381415398	12.7286269827277
Gnb5	11.6446990408951	11.7578339716341	11.8146052417804	11.9016490397249	11.858402391002	11.4757850452105	11.8097665628398	11.6330846313869	11.7290887275942	11.7563106838918	11.7852860556304	11.8538605636111	11.5373302751808	11.8306713613437	11.5692285363682	11.6159878587348
Cript	11.7578339716341	11.8115412887319	11.6389281085116	11.7578339716341	11.6159878587348	11.7612217998255	12.2755039014474	11.3639633660983	11.7838149437859	11.7491315714145	12.2564773339378	11.9242714970179	12.0185597513213	12.0613327123157	11.7260107905152	11.9930966493574
Prmt1	11.8175908844107	11.7931412010387	11.9483562987635	11.8082963504591	11.5873023452289	12.0185597513213	11.9526009478697	11.9526009478697	11.9277207759949	11.8195948308447	11.806659318547	12.0101988530326	11.9261215812344	11.8146052417804	12.2489011506796	11.9991713495148
Akap12	11.8553412252713	12.082492668725	11.7243530075154	11.7868253445028	12.301631134641	11.9261215812344	12.0367261468703	13.0641312882105	12.0151911393129	12.2201232221885	12.0648272988944	12.2894065919257	12.2184033974365	12.8060369047176	12.2413839555012	12.9860832094144
Hnrnpa3	11.2291652782139	12.4149771230847	11.5136750427896	12.201815820342	11.5204358230948	11.858402391002	11.703439602498	12.1129423921985	12.4522093596825	11.933844540109	12.2238981783583	12.1297636623823	11.8974395174094	12.1569487477212	11.8039052240151	12.3689524328867
Cox6c	12.0007508296275	11.8027207825824	12.0298440393914	11.935432833926	11.9261215812344	11.9432025450827	11.8027207825824	12.1500426102904	11.8224434324451	11.8339174253355	11.5832431707451	11.7199604727599	11.6691468669222	11.6622323689445	11.9930966493574	11.5230489503935
Fdft1	12.0040888368563	11.8670437001304	11.8553412252713	11.9894658362952	11.9065878130596	11.7774869800627	11.8907294923298	11.9894658362952	12.0630754630198	12.104893509015	12.2358520033104	12.2755039014474	11.7518150035436	12.2413839555012	12.0595260660351	12.0704443225922
Bmi1	11.877164230103	12.413161623192	11.7899154254497	11.7931412010387	12.0118682494512	12.2184033974365	12.1814992328807	11.1562373727506	11.7231757071355	11.8878595403979	12.0953536495744	12.2358520033104	12.7944747003997	12.039952292248	11.7790185022093	12.0185597513213
S100a1	11.9080182396881	11.8388308223959	12.1549576443572	12.1262722123768	12.0083296531133	11.8353404295174	11.8368197903107	12.0544311363068	12.3794938592109	11.9894658362952	11.8353404295174	11.7476045868661	11.7321617064195	11.5293605715352	12.2238981783583	11.4405595664308
Nr1h2	11.5561770127122	11.5462288201474	11.9974506234155	12.1369307330148	11.6343046504304	11.7243530075154	11.6374925874974	11.9370308087128	12.3997644507498	11.6662097740244	11.9097514670897	11.933844540109	11.8195948308447	11.8239173220746	12.0648272988944	11.8697384801939
Bclaf1	12.0118682494512	12.1681607933637	11.9571010353106	11.9310909334813	11.8805789911474	12.1334860451526	12.1240991793802	11.8097665628398	11.8289460728331	12.0220879838959	11.9863322675927	12.0648272988944	12.0260895843185	12.140532448944	12.1755647038693	12.4034381913306
Adgrl2	11.8339174253355	11.768983928505	11.588576868183	11.2357958701793	11.8788185076654	11.5924341938339	11.7973144482379	11.7624529299209	11.1969048471297	11.4589398990355	11.9632317881471	11.9003428200133	11.6662097740244	11.9483562987635	11.1585362331047	11.6719637982465
Hdac2	11.7321617064195	11.933844540109	12.4282779829726	12.0118682494512	11.6092323923988	12.1532298208042	11.9402312789522	11.7231757071355	11.5293605715352	11.8014732196479	12.2713870786157	12.0185597513213	11.8405113380821	11.8956275673263	12.1240991793802	12.5675350430462
Mylk2	11.8052340578155	11.8553412252713	12.1699206750482	12.4013269425427	11.9699595749093	11.9225523979223	11.843793887843	12.3499013214236	12.3457189556052	11.6603243279209	11.5373302751808	11.5476104034113	11.3210709758677	11.4742993301312	12.0466251937738	11.806659318547
Slc25a14	12.1755647038693	11.8239173220746	11.7334640395702	11.8175908844107	11.9080182396881	11.6567441470107	11.5844379607254	11.9033193926207	11.8082963504591	11.8683458322311	11.8421841989744	11.6831100724877	11.444558738111	11.9191047496286	11.6648167177436	11.8819384380814
Por	11.6511440054202	11.663476534512	12.0863974274759	11.941701226353	11.277672691463	11.5971613996626	11.8619737796865	11.8633850678569	11.8039052240151	11.768983928505	11.2050123373545	11.7426206540781	11.2928176788042	11.6255989364732	11.6588004741497	11.5136750427896
Cox6a2	11.0962953143747	10.7458163271812	10.7155782533165	10.8609242772997	11.2627251671693	10.5823576559033	10.9237284692144	11.0952485243791	10.7928447675884	10.8372583167735	10.7131267814453	10.9177731831072	10.5126431973342	10.8423098051706	10.38806649422	10.3501770045103
Pnck	12.0383285923484	12.0970839088576	11.8518048519454	12.1225463205012	11.9097514670897	11.5662576245959	11.8758029864617	12.1888694674152	11.955433783751	11.6567441470107	12.2833987329316	11.6918211586993	11.5124231016858	11.696887129355	12.1262722123768	11.7408725277989
Scg2	12.1737145957499	12.5935962497546	12.082492668725	12.0367261468703	12.0238344951333	12.304849102485	12.2281617415933	12.0577956084592	11.8788185076654	12.5474223627782	12.5053347163122	12.4385011396114	12.2358520033104	12.2793535272412	11.9681008931328	12.3611345606499
Ppt1	11.7396852985494	11.7353780316341	11.5704739638334	11.5352918396347	11.6554000163141	11.7595976812989	11.9016490397249	11.5776646635494	11.5101203071958	12.002215128511	12.0466251937738	11.941701226353	12.0118682494512	11.9129578369066	11.5704739638334	11.9162698056364
Chmp2a	11.7534470496099	11.8368197903107	11.8788185076654	11.8819384380814	11.7142996322247	11.9033193926207	11.8922064383747	11.7216432733025	11.8683458322311	11.8805789911474	11.987968627658	11.9402312789522	11.9370308087128	11.8322761534637	12.1316417146552	11.9114969528377
Hpcal4	12.4365435792602	12.1369307330148	12.2659645816652	11.9719250317553	12.6631235244247	12.2984991634354	12.2489011506796	11.7762260476259	12.2506890588314	12.2755039014474	12.0686130803662	12.1847487872802	11.8368197903107	12.3071019910872	12.2928937211025	12.0899018613231
Rab11a	11.8835382214727	12.1737145957499	11.7071076532983	11.696887129355	11.6047447167464	12.0417525264594	12.0630754630198	11.8224434324451	11.6374925874974	11.9753880401044	12.1517204642945	12.2002628505822	12.1624716109185	12.0863974274759	12.0185597513213	12.2002628505822
Ptpro	12.2395723047958	12.4921310663249	12.2526422408358	12.2506890588314	12.1549576443572	12.5053347163122	12.3668690450417	12.0333061424307	12.1334860451526	12.4240886583025	12.4463992546157	12.1353746362824	12.3071019910872	12.4562650321046	12.3714841938249	12.5435676192682
Anxa6	11.4559524822307	11.6356661900225	11.6312509162992	11.7818913234125	11.5056113950812	11.9737756484396	11.7142996322247	11.6567441470107	11.6417194686466	12.0863974274759	11.9162698056364	11.8454926808921	11.9385951090481	12.0151911393129	11.9033193926207	11.9370308087128
Dnajb1	11.8864092092261	11.7448035419895	11.7931412010387	11.6983444020431	11.8014732196479	11.7534470496099	11.9080182396881	11.7334640395702	11.6878335087127	11.8470170585562	11.6016843100965	11.7408725277989	11.5748357869622	11.7595976812989	11.4809478037369	11.9016490397249
Trap1	11.9526009478697	12.2281617415933	12.0793562810746	11.6905047309784	12.0648272988944	11.7818913234125	11.935432833926	11.7353780316341	12.1517204642945	11.5246425095802	11.8788185076654	11.5765098914094	11.9129578369066	11.4655814122264	11.2715456436201	11.2803774255799
Tpp2	11.6001864185499	11.8001007570682	11.7818913234125	11.4639441065057	11.7654581807267	12.1814992328807	12.4282779829726	11.6417194686466	11.5938657617661	12.1225463205012	11.9483562987635	11.703439602498	12.1755647038693	12.2092078285276	11.7852860556304	12.0083296531133
Nutf2	11.7476045868661	11.703439602498	11.9737756484396	11.8878595403979	12.0349600393121	11.9719250317553	12.1549576443572	11.893560441288	11.7563106838918	11.8568301526657	11.7595976812989	11.9664244090211	11.8727650975778	11.8097665628398	11.7426206540781	12.2374595258492
Synj2	12.301631134641	12.4202777905343	12.0704443225922	11.9681008931328	12.225791817137	12.3130725751062	12.0758759652852	11.4962670276609	11.7595976812989	12.2677947233206	12.1225463205012	12.0668483543627	12.3829628481208	12.0648272988944	12.140532448944	11.7168944459163
