GSM53274	GSM53276	GSM53277	GSM53278	GSM53279	GSM53280	GSM53281	GSM53282	GSM53283	GSM53275	GSM53268	GSM53269	GSM53270	GSM53271	GSM53272	GSM53273
Ptch1	10.3306654784149	10.9110564007654	10.6840647674656	10.8400624384662	10.6903250161405	10.9051598412367	10.3205813411805	10.1288636734481	10.8797020254137	10.0958911588546	10.1932874356308	9.77975003979113	9.97571679352539	9.95152224189352	9.90503086482987	10.2429036272978
Rictor	10.1196832358088	10.3727677288458	9.98847299046654	10.1664078447234	10.2072759362467	10.2225282353299	10.8899852931421	10.6676986485664	10.13047119444	10.9410517381887	10.6934549382533	10.603387870159	10.5358774297093	10.5904260047507	10.6140850521504	10.3034341330115
Dnm2	10.2654067448149	9.59598948097919	10.0945924214369	10.5591266344424	9.60717395414233	10.6966384210822	10.6122508328477	10.8807651804206	10.3580352969275	10.0849493149523	10.7102847452788	10.8156623115012	11.0146198616907	10.9799038353823	10.6966384210822	10.6085512441171
Igf1r	9.81026437406456	10.1815687517878	10.4750814676239	10.1939638691036	10.2504451817604	10.5154534449094	10.2163568642612	9.90588791958279	9.76955730265389	10.0582044024342	10.08731398984	10.0140859047642	10.0981658512369	10.3945599946216	10.2413343893883	10.0073048081382
Grik4	11.2419647066602	10.7507710182969	10.6734083179715	11.2011720809625	10.8586964832083	10.648837030954	10.7110378891852	10.8188091277665	10.7118114163987	10.4812139732277	10.8391258711172	10.8463511381135	10.936075434126	10.9881612385575	10.495776590928	11.0808187345857
Pcsk7	10.5448483643163	10.1342832585677	10.7472788196561	10.8133483546588	10.5786267702771	10.5984298524114	10.0503687732522	9.89086449182391	10.6357667687023	10.233514006969	10.2939236211621	10.03414772763	10.0546802474404	10.4023418961386	10.2141266423856	10.3386291091783
Shank1	10.6438322021722	10.03414772763	10.2511666032683	10.2495723717678	9.57028039320064	10.0939175538665	10.1601457063796	10.3882389467833	9.99544941357615	10.3810718308188	10.791795295195	10.6770401027375	10.8771451605109	10.6072132602607	10.8676064408939	10.9872669215442
Gtdc1	10.1288636734481	10.1374483628569	9.860526202396	10.1067134108265	10.079794705977	9.51720217010278	9.60278029226601	9.61418995637033	9.11422695189185	9.60717395414233	9.90588791958279	9.89819175517214	9.84282250173849	9.52295670157072	9.56322686918868	9.30538593259839
RGD1562319	10.5556148602241	10.7343146190997	10.7811075369253	10.6991754984017	11.0698036021858	10.7559639180567	10.4843959343681	10.1616454323291	11.1641200180887	9.46854786270128	10.4649352403139	9.73580247137754	9.70962153549269	9.94486256548706	9.3899698095754	10.1947657897253
Slc7a1	10.3745434592464	9.99701076510759	9.66531474348688	10.0911084542815	10.1866413643475	10.1905571729384	10.5821691139796	10.1441627026501	9.33210141194235	10.1896077008253	10.5207201585044	10.5465481166209	10.653885304461	10.9110564007654	10.771368393373	10.3550363550817
Inpp5d	9.93280893440104	9.49988425614642	9.59690530800977	9.78353589436903	9.23591880090926	9.74745206991079	10.1417390845478	9.47836254905404	9.82747663756472	9.44889129756394	9.50162221479895	9.63581759706917	9.61987050088484	9.76643675641889	9.85659184818388	10.0932342830872
Hk2	10.1845338323244	10.6632193059717	10.3984781761607	10.7141618659525	11.5040666700718	10.6943529816481	10.4016020576781	9.98401655604124	10.8112622058283	9.776474042367	10.1250323095776	9.81466987299967	9.83013707368698	10.1046688874548	9.65999861734634	10.5275337730457
Fance	10.9308684524037	10.4527608828244	10.3760572679474	10.458045817457	10.6743425305473	10.2970628494286	10.2483008357008	9.79219060887729	10.8355397581313	10.3618347009235	10.1296940859889	10.3727677288458	10.2801411101896	10.0214713658315	9.91849826473005	10.5020302967047
Grb14	10.2042609201973	11.0390512214427	10.755271861775	10.4981268947967	10.5318418371239	10.5212641518662	10.93527104674	10.9564040633752	10.5358774297093	10.726058839551	10.5301645013588	10.716695309157	10.5154534449094	10.6934549382533	10.2660412745346	10.2970628494286
Nfasc	10.7639667633659	10.3152997510416	10.2993409317267	10.360493872478	9.81026437406456	10.3580352969275	10.3167700206955	10.1815687517878	10.7498779490255	10.7302417113092	10.3067610239122	10.831319819992	10.2495723717678	10.6132327407926	10.2537946626478	10.4519703696427
Grid1	10.3490304384756	9.63502505346582	9.9936823164602	10.1711296244475	9.89586079728141	9.56940483640932	10.2283369528417	10.4295933514031	10.1592703273741	10.4172026544935	10.7959727235074	10.5492027836989	10.4649352403139	10.7655623956283	10.783597850333	11.0419437540856
Dync1i2	9.7079494944142	9.9817975999075	10.3625512584147	10.0789734042381	9.46559034034034	10.0932342830872	10.4994779576032	10.5958264475493	10.3598024481398	10.7736273029648	10.6156596275544	10.7752086247606	10.8510292562348	10.567600361197	10.6845951364142	10.3898676367429
Wnt5a	10.5859949627484	10.6523434277311	10.772998771454	11.2405290237303	10.7606669290101	10.622627404693	10.648837030954	10.7027130366668	10.524340187529	10.2327458336677	10.6812236539825	10.2495723717678	10.3719962333507	10.4964936795935	10.4912578241757	10.705137722071
Sh2b3	10.3819632464189	10.7148586410579	10.6042631444674	10.5084361559255	10.6140850521504	10.6132327407926	10.1407813852692	10.2692678064641	10.6185815770016	9.96504537677638	10.3106232943039	10.1601457063796	10.2057587841434	10.08731398984	10.3929263992243	10.1517672434148
Alad	10.3314655224665	10.1073955383636	10.114750485704	10.4711088940046	9.99756232562871	10.3097013732865	10.1751043437267	10.3121456266943	10.3474881938747	10.2612356196522	10.3061772177685	10.4250066650278	10.4164606634514	10.2141266423856	10.1009289863352	10.4404490299466
Hspb2	10.1236394161628	10.6156596275544	10.8268778355848	10.7537930885207	10.6845951364142	10.2833994157519	10.4118892538732	10.2475942055054	10.9901976832173	9.53984622614103	9.25944866134418	9.18156893842173	9.33352058414713	9.97865538102783	10.3224615806774	10.1720455347801
Txnrd2	9.50933302792361	10.4250066650278	9.90730189158385	10.5027378649505	10.2605022849397	10.5290881235087	10.2290630335773	10.2939236211621	10.5421809362437	9.91925350638941	10.458045817457	10.3566981542164	10.2537946626478	9.99016978180197	10.0293187747565	10.2421933507099
Gramd4	10.0560320855218	10.0317248644562	10.148751405115	9.84020177958429	9.83572435466775	9.85371046290968	10.3525663128552	10.2636716217864	9.72724752314498	10.5669399880268	10.5604871687488	10.7985754353754	10.3361876892302	10.4357650908651	10.1205637239504	10.1932874356308
Trim63	10.4843959343681	9.78500208742783	10.4287230551168	10.2939236211621	10.2436610220974	9.95399894179423	10.2065140214998	10.0475662908741	10.6529916311633	10.3081349127593	9.76173111899186	10.1140393342734	9.97708599066051	10.2110452888742	10.3497116746699	10.1091085431816
Csf2rb	10.6464264445873	10.5852703335744	10.3361876892302	10.3401203763246	10.6438322021722	10.3649735089166	10.6751906384407	10.5290881235087	10.705137722071	10.2701316492352	10.1830809549011	9.83646638253575	9.99016978180197	10.2660412745346	10.4264084945037	10.5837513650408
Mvk	10.3685804257177	10.2026593230469	10.3490304384756	10.5644180963114	10.5492027836989	10.6298442685853	10.4987245787376	10.3618347009235	10.9997842508591	10.2380661163947	10.3018613865415	10.2405076912973	10.0939175538665	10.0066114431277	10.2350930022581	10.495776590928
Cept1	10.8647090309308	10.5644180963114	9.91692079946649	10.3497116746699	10.0083568489845	9.61840745610924	10.470420540687	10.3152997510416	10.0140859047642	10.4994779576032	10.5803889454609	10.3081349127593	10.1711296244475	10.233514006969	10.3408198189544	10.2459408393602
Rfx5	10.1342832585677	10.4023418961386	10.6099591397122	10.1830809549011	10.2305751398568	10.507459764948	10.9019190271859	10.4179613704537	10.0511552586593	10.2758825719338	10.148751405115	10.7002589863928	10.6042631444674	10.7820419293743	10.4212527693033	9.860526202396
Ghrhr	10.6399745210913	10.7141618659525	10.4718000464319	10.5877512590724	10.665318824198	10.4835090712852	10.5309534684799	10.1091085431816	11.0993648733516	10.0597045868414	9.50486378178208	9.84719408010179	10.2010229967999	9.7783884142448	9.5006855768038	9.62361602487883
Rnmt	10.6380860733785	10.7936558818688	10.1517672434148	10.0083568489845	10.7519467443955	10.5741779424564	10.8945502883022	10.2275116323744	10.1342832585677	10.075170835112	10.0293187747565	9.84154275142645	10.2163568642612	10.5275337730457	10.252870979817	10.3625512584147
Adra1b	9.87980315612687	9.28365911376253	8.76928519607789	8.6967070252777	9.02266044021366	9.81108392806876	9.38083283926187	8.94294992097231	10.5301645013588	10.1432608490953	9.37340138045427	9.64774842017	9.78060489501725	9.64048447147347	9.86367620374993	9.14182968428068
Rlim	10.1758355216185	10.6107003540298	10.806117684537	9.46016410906119	9.79299916672071	10.8078708252885	11.2106282360531	10.7622950026645	10.2290630335773	10.4557139697009	10.6943529816481	10.2675746526334	10.3984781761607	10.4875700781473	10.6481598632272	10.1664078447234
Psen1	10.5644180963114	10.2905455847073	10.3685804257177	10.024520645978	10.3866577232401	10.20491165848	10.1830809549011	10.341535327279	10.6840647674656	9.88196204229934	10.2327458336677	10.3199171443132	10.0090631534391	10.3459291314805	10.5141386921473	10.8752238694563
Sstr1	9.35726358047052	10.4212527693033	11.0283364106287	9.47032330548932	10.0490003276646	10.3907580608204	10.079794705977	10.6623693115706	10.0417432423225	9.69937902358234	10.1481153718605	10.6298442685853	10.0894689107589	9.75276922737016	10.7027130366668	9.93199999894211
Sstr4	10.7378839125211	10.4346884156041	10.5475742750804	10.5950580823299	10.8628529382778	10.4511925000407	10.6448071039847	10.4357650908651	10.20491165848	10.174347471376	10.516944501976	9.9732501412263	10.2436610220974	10.3408198189544	10.2275116323744	10.2915853967641
Dnajb9	9.99098409394376	10.3481280729022	10.2275116323744	9.70479242126557	9.73665991236667	10.1924369038275	10.5567525285901	10.7674661829211	9.1221679995805	10.3625512584147	10.4033443316912	10.4346884156041	10.4868046357472	11.2199278103045	10.6983140481791	9.75004418971166
Msh2	10.7386822583366	10.6288829074613	10.3436992235841	10.1250323095776	10.2405076912973	10.4077813642349	10.297703514514	10.2840852617323	10.0945924214369	9.88414633782215	10.6278977577554	10.1350995736879	10.4875700781473	10.20491165848	10.3866577232401	10.3542389768663
Fdx1	10.0006430570753	10.0856891256719	10.4680517005577	9.97476082429041	10.0637860210142	9.69855700827765	10.8710309848197	10.0664306623891	9.84339905101169	10.4228015449319	10.6288829074613	10.6012491078516	10.2567618783602	10.4608274316061	10.2086962541225	10.4543200417978
Ptpn3	9.14026525250726	9.37507963385414	9.41487155372804	10.1091085431816	9.86516557479885	9.99173182344292	9.78987238704512	10.0006430570753	10.906848568985	10.7472788196561	10.0454797987147	10.3598024481398	11.086101884284	11.1753720641852	10.8778149029027	9.70299917342554
Tgfbrap1	9.52963400159618	9.9643081104395	10.1495213289629	10.494202831929	10.2957081995774	10.3167700206955	10.2429036272978	10.09990829038	10.2413343893883	10.2072759362467	10.1407813852692	10.0394395542604	10.4212527693033	10.2388526054621	9.98493792632823	10.391569258558
Mip	10.3890386047321	10.692006256985	10.4395183257318	10.9271582481009	11.0051609365829	10.8436690323854	10.27647664913	10.1425447491404	10.9693273665484	9.72359316203977	10.0958911588546	9.74274183943731	10.258330371198	9.63638982720606	9.76098389975321	10.1751043437267
Fam104a	10.3137153144776	9.81327418837475	10.1009289863352	9.88815704733111	9.86906051713611	9.6339132441226	10.2575590696547	10.1780198357681	9.52739528396474	10.8619711382812	10.6263277901278	10.8918922119118	10.8605682248308	10.8355397581313	10.6794697856183	10.779244244357
Arl5a	10.0703250581653	9.95306142064243	10.2825707840216	9.79987772878684	9.63435446230396	10.2559333196889	10.4758905096727	10.4594316297445	9.58121048842082	10.6406801252199	10.1924369038275	10.4608274316061	10.6107003540298	10.4772390641732	10.4772390641732	9.83872010318601
Dut	10.0918678224735	9.91016906952861	10.4077813642349	9.78688541898614	9.64398990714492	10.1366062042816	9.54628379908531	10.2899197987494	9.52673012793627	10.4633320838086	10.450328971277	10.4688759846096	10.2102803229318	9.97022190855003	10.2380661163947	9.80055249983621
Homer2	11.4252727837958	10.6166791191762	10.7310118085956	10.7386822583366	10.3929263992243	10.6464264445873	10.5284187978399	10.692006256985	10.7800895933137	10.7358626230263	10.3727677288458	10.6803328371478	10.900957352219	10.6185815770016	10.8730979897504	10.7784672816687
Sdc2	9.86906051713611	10.5904260047507	10.6862632764426	10.6113667512034	10.0966480670366	10.2495723717678	10.7102847452788	11.1385066008438	10.1250323095776	10.8692930930451	10.8355397581313	10.4404490299466	10.72098799629	11.2556106785034	10.6974824683881	10.4817810588036
Adam10	10.3034341330115	10.2857319826534	10.3338480252463	10.0628543052015	10.4987245787376	10.4378241622934	10.2840852617323	10.1039592600633	10.3167700206955	10.148751405115	10.4409539593811	10.3121456266943	10.6504732405102	10.3001470018724	10.4257137434364	10.4339819333302
Adora2a	10.5837513650408	10.0566843381651	10.0454797987147	10.6555405220625	10.396206116624	9.90588791958279	9.02850610450053	9.663563004932	10.2242265144667	10.114750485704	9.31831709273604	10.2857319826534	9.62591327135399	9.51720217010278	9.5406339740227	9.93827188152917
Pdcd2	9.84339905101169	10.5778225102643	10.3557789572732	10.3018613865415	10.3858523847599	9.99455084285239	9.75630971429839	10.1671053072169	10.6512867572699	10.5501584002111	10.2511666032683	10.1329379091228	10.3882389467833	10.2915853967641	10.217093674467	10.2589360242916
Arnt2	10.1250323095776	10.5194378936784	10.2133305587963	10.0744222423467	10.1009289863352	10.7010129649934	10.2559333196889	10.2086962541225	9.75276922737016	10.1104891458955	10.2905455847073	9.87293408457059	10.3010824828761	10.1780198357681	10.2567618783602	10.3361876892302
Polb	10.4608274316061	10.1243325590181	10.2788856906509	9.98014511342343	10.2177759623084	10.1947657897253	10.4964936795935	10.1851787872722	10.0437645850257	10.4240942188154	10.3289385479832	10.7078646014855	10.3113579292274	10.0403168960199	10.5734587857206	9.99173182344292
Atp2b4	8.95430411901403	10.9102819061698	10.622627404693	10.2184957243167	10.168627108638	10.9206503688248	10.0403168960199	10.1046688874548	10.3174051933882	9.81026437406456	9.83013707368698	10.0610918240569	9.55287867140294	9.71042847796186	9.73665991236667	9.82573403165482
Gpatch2l	9.73412001194159	10.1881737735556	10.4458371060449	10.0353993626763	10.0697861503954	10.1851787872722	10.6020558992856	9.9643081104395	10.0879988126539	10.8112622058283	9.88903266125996	9.66156730641408	10.1866413643475	10.2198916139873	10.2177759623084	10.0531146774144
Zfp496	10.2065140214998	10.5821691139796	10.5437633717186	10.2363611012532	10.2018893747355	10.6614225509064	10.419321740262	10.1281059119635	10.6430326715386	10.1986502090811	10.0372087330483	10.7236280455559	10.2177759623084	10.2380661163947	9.93115708618079	10.2885305570417
Ncbp2	10.1824229675454	9.84020177958429	10.2744205432759	9.85157329601696	11.0494520798087	8.91462469194688	10.4346884156041	10.3474881938747	9.83502302946968	10.7631188736182	10.8797020254137	10.8491037386047	10.5567525285901	10.8172266706971	10.9027325805696	10.0454797987147
Arntl	7.91581242662487	9.7961902682759	10.1630966840762	10.3269345163371	8.73954099996014	10.1073955383636	9.65583390075305	10.0744222423467	9.78182984092906	9.89086449182391	10.5709223363587	10.3159634600243	10.3053917883147	10.1172820585488	10.2939236211621	9.33274613147008
Armc6	10.8778149029027	10.2057587841434	10.6718927675621	9.68936188635556	10.0353993626763	10.718898099414	10.375325176294	9.87762258603867	10.2899197987494	9.97571679352539	10.4964936795935	10.7800895933137	10.118074324398	10.5429878960767	10.1815687517878	10.5659498117438
Avp	10.9513259790457	10.7760056836661	10.2612356196522	10.5403745460765	11.079380222843	10.692006256985	10.5958264475493	10.4071057968227	10.8976363784472	10.0887142354882	10.0066114431277	10.1924369038275	10.1258327376411	10.2283369528417	9.68395667772043	10.4951070348108
Gfm1	10.292492021543	9.80199023729145	9.915498036208	9.75004418971166	10.0030240477793	10.071226875428	10.1703910943294	10.042787868571	9.56572802004267	10.4835090712852	10.3217484816022	10.2612356196522	10.1780198357681	10.0239564082978	10.0022192427949	10.3106232943039
Scarb2	9.16190732699068	10.0347386910066	9.88493572813356	10.5709223363587	10.438654979474	10.5844862590704	10.0672153771419	10.1172820585488	9.87980315612687	10.3474881938747	10.1336425990178	10.3269345163371	10.5976136759288	10.726058839551	10.494202831929	9.79387469089397
Stat5b	10.0628543052015	10.5366259257393	10.1039592600633	10.0966480670366	10.2878441479525	10.5683841633536	10.0603854486341	10.1118741726095	10.7583814051934	9.56871284278408	10.1459186950446	10.2018893747355	9.65999861734634	10.1980700967284	10.4987245787376	10.1570907106819
Slit3	11.1241977553544	9.98493792632823	10.5067579716526	10.5326941281651	10.2275116323744	10.148751405115	10.4404490299466	10.9286694715208	10.6092373056262	10.1873685315126	10.6974824683881	10.7943306038343	11.0739964088923	11.1039285144872	10.8735932335102	11.588308212469
Togaram1	9.49581180980238	10.1671053072169	10.4172026544935	10.8163982293516	10.6495563884526	10.292492021543	10.2644619481498	10.5913787902618	10.4649352403139	10.4404490299466	10.2242265144667	9.86516557479885	10.1236394161628	9.56871284278408	9.91334859586807	10.5035222510106
Oas1a	10.1794672970465	10.3321507899663	10.6555405220625	10.4179613704537	10.7412307735273	10.6233699820479	10.2706911881448	10.0169653214024	10.6042631444674	9.86609871539942	9.93905898896159	9.90196695608797	9.71861764113923	9.93368772890813	9.83572435466775	10.1432608490953
Esrra	10.1219796807188	10.0454797987147	9.89739443290491	9.80564106760241	9.61488823945568	9.89159997876149	9.98699443863056	10.1857825391964	9.43998255622862	10.6012491078516	10.2079177666844	10.6185815770016	10.1845338323244	10.5366259257393	10.4062461646032	10.2644619481498
Suox	10.495776590928	10.4600150127528	10.1794672970465	10.4511925000407	10.3984781761607	10.5326941281651	10.4395183257318	10.5877512590724	10.4812139732277	10.2899197987494	10.312840585636	10.7302417113092	10.3199171443132	10.516264205556	10.1896077008253	10.4851596037143
Lgals1	10.1780198357681	10.0664306623891	8.62449755440216	10.0727325196628	9.69228238554829	10.1111173606892	8.25653239095881	9.69632887346787	9.71177487908571	9.70299917342554	10.27151970504	10.5598352197445	9.79299916672071	9.8738049029082	9.70552650729771	9.89367001012008
Unc119	11.0725086584663	11.1625189618869	10.6894675127125	11.0648876383165	9.22441862316215	9.84884723928475	9.10052180029273	11.086101884284	10.5550018521534	10.5813907403125	11.0249048718448	10.6257960368867	10.6877870444925	10.6241971229652	10.7705152696901	10.7244834917046
Polr2i	10.042787868571	9.75361870819981	9.71177487908571	9.81466987299967	9.93827188152917	9.71482550950341	9.88493572813356	9.81780558263715	10.118074324398	10.5275337730457	10.3436992235841	10.6512867572699	10.4608274316061	10.480270500977	10.375325176294	10.0945924214369
LOC102546572	10.1140393342734	10.1265402208307	10.2504451817604	9.89899941136505	10.0566843381651	9.62668108429315	10.6991754984017	10.7078646014855	9.80564106760241	10.6342300562649	10.7394979872592	10.4557139697009	10.5813907403125	11.117424753469	10.9419129991804	10.3167700206955
Kcnk3	10.2275116323744	10.797691646578	11.1290518528911	10.1133725674529	9.89899941136505	8.31541024861421	10.2660412745346	8.07948746389465	9.52621178363761	10.3097013732865	9.59598948097919	10.5290881235087	8.42152269003084	8.08373185451195	7.8856746117226	8.38954253742964
Casp1	10.0866140482277	10.2772796567646	10.9805895279371	9.90039918419233	10.7218487671845	10.1780198357681	10.0911084542815	10.4172026544935	10.4625233904848	10.1281059119635	10.5913787902618	9.19886046948733	10.3089010403591	9.32391167193354	9.93905898896159	9.87762258603867
Hook1	9.85440966194256	9.76808188057427	10.1763979129927	9.92370445510737	9.85659184818388	10.2265886527709	10.51012691839	10.5381504365825	10.1851787872722	10.6943529816481	10.168627108638	10.405312739554	10.5261205111786	10.5020302967047	10.2184957243167	9.87142788714798
Asl	10.6050352897364	10.396879061014	10.4793729845757	10.3261145698653	10.3205813411805	10.3557789572732	9.69335751364589	10.2450424594429	10.7664073407964	10.2825707840216	10.2072759362467	10.1188064939446	10.1824229675454	10.4007667251406	10.1425447491404	9.8738049029082
Arl3	9.98634068996012	9.62668108429315	10.0697861503954	9.99995541988421	10.292492021543	9.76643675641889	9.97708599066051	10.3649735089166	9.76049843584132	10.797691646578	9.88348950344835	10.6472664729343	10.1374483628569	10.2148788433928	10.4287230551168	9.9643081104395
Wbp4	10.030062039436	9.53910979885139	10.4812139732277	10.55839079651	10.1607741665369	9.87840974567656	10.0511552586593	10.7444836306942	10.5112736082275	10.4062461646032	11.1710660618172	10.5717198514484	10.1592703273741	10.1432608490953	10.6581959984418	9.61913122874657
Rere	10.4919999266989	10.4172026544935	10.2848551395562	10.3533140192571	10.3217484816022	10.6342300562649	10.6438322021722	10.5844862590704	10.6894675127125	10.7767445121283	10.6166791191762	10.2636716217864	10.7202460625457	10.8595357892716	10.779244244357	10.9206503688248
Olr1362	11.0707401356692	10.2551775064918	11.3292680336674	10.8752238694563	10.2970628494286	11.0801086120775	10.7867155802453	9.83168623154686	10.9427570837626	8.13224529865845	10.4695761929544	9.61335641925286	9.09311346728604	10.1359150497589	9.51021901484119	10.13047119444
Gnaq	10.2026593230469	10.3467751035779	9.86289262952748	10.6308680937372	10.6974824683881	10.6263277901278	10.4023418961386	10.0808588469104	10.9684311662557	10.2961948700494	10.391569258558	9.99827125448488	10.4202199202678	10.0887142354882	10.0856891256719	10.6373456182073
Alkbh2	10.7394979872592	10.3345521730313	10.1806821961014	10.6563442106845	10.3525663128552	10.3504543871401	10.5904260047507	10.3953543808231	10.4023418961386	9.75276922737016	10.3459291314805	10.6590948481466	10.3580352969275	10.4527608828244	10.4600150127528	10.6590948481466
Ptbp1	10.3269345163371	10.855926630319	10.1815687517878	10.824814235946	10.567600361197	10.5200444634962	9.9732501412263	10.3712109485203	10.5507442220659	10.2931995975453	10.4987245787376	10.2095075191985	10.0575166334069	10.217093674467	10.0179088591286	10.6176653095378
Gfra1	11.1313986262772	10.4981268947967	10.3525663128552	10.4934710604596	10.6555405220625	10.3922170614794	10.4212527693033	10.2283369528417	10.2636716217864	10.51012691839	10.0610918240569	10.5507442220659	10.5229545838341	10.7412307735273	10.6201883926082	10.6495563884526
Defb1	9.28140447252793	10.2730849695068	10.6546881583092	9.60784112584303	10.9137422123835	10.0783134784257	10.0317248644562	10.5994546370745	10.1067134108265	10.084228238087	10.1366062042816	10.1399949036918	9.41917835221242	10.2780891831483	9.82101037106667	10.1539393903652
Rab8a	10.6132327407926	10.4378241622934	9.51948635347678	10.6523434277311	10.1140393342734	10.1787587281009	10.3929263992243	10.2065140214998	9.63057100002924	10.3361876892302	10.2794802871506	10.4964936795935	10.615025924121	10.2818476266389	10.1228360215852	10.2232766439118
Bcl2l11	10.4826346465682	10.9145298297465	10.3783197126898	10.72098799629	10.0223787556365	10.2809643307994	10.4655293212832	10.5591266344424	10.5194378936784	10.079794705977	10.3190188723865	10.0073048081382	9.9665641229047	9.08100203365749	10.1530513935701	10.2225282353299
Strn	10.7141618659525	10.4711088940046	9.99173182344292	10.27151970504	10.7985754353754	10.3858523847599	10.494202831929	10.60572521304	10.5844862590704	10.4458371060449	10.1772517163758	10.1857825391964	10.3314655224665	10.427158414501	9.94949846541001	10.5921844407537
Purb	9.18353258293587	10.2396857458598	10.1524099439476	10.0540292189888	9.950192187459	9.76260539661957	10.258330371198	10.2675746526334	9.8791812088089	10.615025924121	10.5741779424564	10.148751405115	10.2983157231832	10.1787587281009	10.2758825719338	10.0179088591286
Stk38	10.7244834917046	10.075170835112	10.365939111219	10.0482378478344	10.4875700781473	9.2533704400413	10.6472664729343	10.4496101340575	9.63311443550444	10.3269345163371	10.5120224105251	10.5734587857206	10.7412307735273	10.3834980590472	10.3217484816022	10.3137153144776
Ppp1r15a	10.7148586410579	10.3557789572732	10.3289385479832	10.2551775064918	10.5041098779296	10.3517630496255	10.1711296244475	10.1296940859889	10.5269167171037	10.023324356012	9.79132624868419	9.90436314271569	9.95492317877519	9.47032330548932	9.88994192959937	9.9709412933072
Cnppd1	10.6734083179715	10.0643407903514	10.4332177525042	9.76349687128121	10.2899197987494	10.1986502090811	10.4919999266989	10.2429036272978	10.0083568489845	10.3866577232401	10.2489043189493	10.3224615806774	10.3298302704115	10.5251544505916	9.99626495429271	10.2072759362467
Nlgn3	9.72359316203977	10.5522811971593	9.97633060062777	10.8094533566104	9.47836254905404	10.1517672434148	10.1839158810098	10.7844481242674	10.1399949036918	10.2344033925305	10.8407649161621	10.8213831928774	9.94105780223879	10.6324301288403	10.1039592600633	10.7912830777425
Mapk4	10.4314742993168	10.2459408393602	10.0603854486341	10.2283369528417	10.3945599946216	9.89506829688791	10.0469280911121	10.0073048081382	9.71482550950341	10.0490003276646	9.85440966194256	9.9936823164602	10.0856891256719	10.3217484816022	10.4743090562464	10.4164606634514
Scfd1	9.90196695608797	10.1032188218512	10.1314866986736	10.0308531803928	10.132273522973	9.94025228401337	10.2957081995774	10.1896077008253	9.7961902682759	10.6563442106845	10.360493872478	10.0379064678501	10.2034829465208	10.9667580881622	10.4482666523637	10.5522811971593
Ccdc88c	10.5148572332906	10.2380661163947	10.6132327407926	10.4212527693033	10.9564040633752	10.1127529796891	10.3261145698653	10.4103082168573	9.82317065541982	10.7664073407964	9.98575330190551	10.4228015449319	10.6373456182073	10.4062461646032	10.3167700206955	10.4367306392568
Fut1	9.97239086114965	10.7310118085956	10.7844481242674	10.4536266700259	10.8502482638648	10.9094504770565	10.4711088940046	10.4439491994827	11.1489424488131	9.59240722014406	7.72916338032577	9.1257178903216	9.99938167654613	10.024520645978	9.36252658058679	10.4511925000407
Thrsp	10.4280561595946	9.66802133648909	9.52394004293685	9.9732501412263	9.75144716934976	9.98328751327509	10.497326901574	10.3459291314805	10.1032188218512	9.81466987299967	9.93199999894211	10.2110452888742	10.1118741726095	10.755271861775	10.7070276138789	10.3783197126898
Nes	10.665318824198	10.4557139697009	10.5194378936784	10.3719962333507	10.9251622871568	10.0628543052015	10.1647556976018	10.2380661163947	10.7844481242674	10.1980700967284	10.3025542418111	9.84339905101169	9.61335641925286	9.88414633782215	9.70717131935794	10.084228238087
Apoc3	10.6794697856183	10.7412307735273	10.5301645013588	10.7878962098441	11.0808187345857	10.7310118085956	10.60572521304	10.7403488516063	11.6675039020895	10.0013459930431	9.74107922283248	9.3816046871743	9.69701998098809	9.92554744746025	9.6095575030752	9.94808730858102
Mapkapk3	10.8179253565333	10.0894689107589	10.2537946626478	10.0163121890383	10.3481280729022	10.588627648688	9.40936298162534	9.76260539661957	9.67347387548067	9.92370445510737	9.66231435421582	10.0894689107589	10.2931995975453	10.3890386047321	10.0394395542604	10.603387870159
Dll1	11.0382126660111	10.3793237939403	10.5309534684799	10.93527104674	10.9658473814924	10.3106232943039	10.233514006969	10.4835090712852	11.0510166482566	10.0879988126539	10.0603854486341	9.63227969714881	9.55126567056851	9.34272643127071	9.98103577570513	10.7403488516063
Dmac2	10.2216244608015	10.1366062042816	10.0887142354882	10.2133305587963	8.74196751566809	9.69632887346787	10.2095075191985	9.79917202578501	10.5752652045101	9.77410370266496	10.0879988126539	9.95569869822684	9.96848538214241	10.1720455347801	9.97476082429041	10.2931995975453
Cfp	10.7454246787813	10.2750715968851	9.82414896554156	10.2042609201973	10.4758905096727	10.4987245787376	10.0096846878109	9.68453921630489	10.3097013732865	9.86132749360178	9.9117275224505	10.1425447491404	10.2575590696547	10.3907580608204	10.1787587281009	9.96296925397999
Teddm1	10.5701312132679	10.6785285774774	10.4086962804223	10.0066114431277	10.8797020254137	8.83900506527919	10.6623693115706	9.94660548026554	10.9222947595088	10.0022192427949	9.70012735379031	9.79070780479385	9.69428338804172	10.0324809544829	9.58362588290399	10.3190188723865
Ate1	10.1481153718605	9.4281384061229	10.3776259407517	10.5381504365825	10.8086770543982	10.4185148964588	11.3894499932611	10.2034829465208	10.1857825391964	10.9379025458423	10.5013697399964	11.0955627749792	10.8204636985859	11.3192487697834	11.5400227511986	10.2475942055054
